zone,bus,fuel,generator,time,value
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,81,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,82,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,83,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,84,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,85,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,86,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,87,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,88,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,89,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,90,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,91,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,92,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,93,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,94,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,95,0.0
France,Fra_197,Fuel Oil,Aramon Oil Power Plant France,96,0.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,1,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,2,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,3,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,4,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,5,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,6,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,7,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,8,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,9,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,10,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,11,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,12,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,13,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,14,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,15,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,16,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,17,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,18,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,19,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,20,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,21,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,22,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,23,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,24,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,25,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,26,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,27,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,28,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,29,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,30,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,31,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,32,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,33,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,34,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,35,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,36,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,37,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,38,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,39,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,40,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,41,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,42,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,43,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,44,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,45,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,46,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,47,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,48,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,49,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,50,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,51,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,52,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,53,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,54,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,55,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,56,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,57,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,58,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,59,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,60,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,61,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,62,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,63,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,64,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,65,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,66,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,67,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,68,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,69,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,70,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,71,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,72,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,73,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,74,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,75,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,76,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,77,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,78,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,79,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,80,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,81,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,82,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,83,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,84,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,85,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,86,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,87,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,88,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,89,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,90,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,91,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,92,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,93,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,94,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,95,2726.0
France,Fra_195,Nuclear,Golfech Nuclear Power Plant France,96,2726.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,1,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,2,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,3,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,4,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,5,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,6,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,7,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,8,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,9,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,10,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,11,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,12,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,13,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,14,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,15,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,16,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,17,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,18,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,19,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,20,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,21,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,22,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,23,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,24,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,25,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,26,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,27,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,28,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,29,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,30,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,31,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,32,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,33,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,34,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,35,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,36,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,37,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,38,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,39,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,40,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,41,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,42,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,43,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,44,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,45,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,46,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,47,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,48,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,49,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,50,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,51,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,52,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,53,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,54,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,55,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,56,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,57,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,58,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,59,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,60,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,61,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,62,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,63,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,64,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,65,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,66,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,67,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,68,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,69,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,70,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,71,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,72,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,73,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,74,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,75,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,76,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,77,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,78,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,79,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,80,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,81,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,82,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,83,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,84,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,85,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,86,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,87,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,88,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,89,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,90,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,91,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,92,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,93,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,94,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,95,250.0
France,Fra_188,Nuclear,Phenix Nuclear Power Plant France,96,250.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,1,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,2,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,3,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,4,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,5,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,6,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,7,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,8,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,9,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,10,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,11,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,12,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,13,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,14,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,15,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,16,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,17,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,18,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,19,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,20,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,21,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,22,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,23,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,24,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,25,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,26,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,27,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,28,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,29,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,30,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,31,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,32,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,33,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,34,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,35,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,36,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,37,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,38,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,39,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,40,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,41,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,42,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,43,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,44,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,45,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,46,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,47,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,48,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,49,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,50,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,51,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,52,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,53,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,54,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,55,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,56,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,57,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,58,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,59,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,60,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,61,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,62,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,63,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,64,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,65,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,66,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,67,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,68,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,69,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,70,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,71,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,72,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,73,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,74,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,75,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,76,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,77,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,78,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,79,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,80,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,81,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,82,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,83,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,84,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,85,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,86,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,87,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,88,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,89,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,90,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,91,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,92,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,93,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,94,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,95,3820.0
France,Fra_188,Nuclear,Tricastin Nuclear Power Plant France,96,3820.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,1,5384.761128951791
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,2,5364.9004096255285
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,3,5349.276067430121
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,4,5383.998413631937
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,5,5315.308455486343
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,6,5309.804902403729
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,7,5302.871905560638
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,8,5301.041035371064
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,9,5319.126968461858
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,10,5296.858712987927
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,11,5307.66239431514
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,12,5294.124670079757
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,13,5315.6363666901725
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,14,5298.80485999613
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,15,5341.995098356493
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,16,5389.534260671736
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,17,5397.719309079888
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,18,5471.696829710982
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,19,5490.491201579003
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,20,5502.092786122611
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,21,5466.694394198373
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,22,5511.385715411101
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,23,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,24,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,25,5502.841129285013
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,26,5488.465435964433
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,27,5482.538963007343
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,28,5460.8606367687025
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,29,5506.9693682426805
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,30,5443.746727460525
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,31,5490.5833076130275
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,32,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,33,5490.744360269728
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,34,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,35,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,36,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,37,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,38,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,39,5517.494927660112
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,40,5490.244850847305
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,41,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,42,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,43,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,44,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,45,5505.485815532641
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,46,5514.955557049624
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,47,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,48,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,49,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,50,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,51,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,52,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,53,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,54,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,55,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,56,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,57,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,58,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,59,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,60,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,61,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,62,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,63,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,64,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,65,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,66,5442.3493333246315
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,67,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,68,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,69,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,70,5528.0
France,Fra_180,Nuclear,Paluel Nuclear Power Plant France,71,5528.0
